LAT,LON,YEAR,MO,DY,QV2M,KT,DTI,SII
28.67591,77.11321,2000,5,9,0.009463,0.65,9.28,7.15
28.67591,77.11321,2000,5,10,0.008525,0.58,9.5,6.41
28.67591,77.11321,2000,5,11,0.008914,0.51,9.96,5.67
28.67591,77.11321,2000,5,12,0.010036,0.56,10.28,6.21
28.67591,77.11321,2000,5,13,0.012884,0.27,10.11,3.02
28.67591,77.11321,2000,5,14,0.013089,0.57,9.89,6.31
28.67591,77.11321,2000,5,15,0.011137,0.58,9.38,6.42
28.67591,77.11321,2000,5,16,0.00937,0.55,9.17,6.15
28.67591,77.11321,2000,5,17,0.009868,0.61,9.57,6.8
28.67591,77.11321,2000,5,18,0.009606,0.6,9.64,6.66
28.67591,77.11321,2000,5,19,0.009098,0.6,9.8,6.68
28.67591,77.11321,2000,5,20,0.008822,0.54,10.06,6
28.67591,77.11321,2000,5,21,0.010885,0.59,9.92,6.62
28.67591,77.11321,2000,5,22,0.012166,0.58,9.91,6.52
28.67591,77.11321,2000,5,23,0.010833,0.53,9.98,5.98
28.67591,77.11321,2000,5,24,0.010153,0.63,9.65,7.09
28.67591,77.11321,2000,5,25,0.008456,0.6,9.6,6.73
28.67591,77.11321,2000,5,26,0.008679,0.55,9.64,6.2
28.67591,77.11321,2000,5,27,0.008725,0.53,9.52,6.03
28.67591,77.11321,2000,5,28,0.008586,0.63,9.83,7.08
28.67591,77.11321,2000,5,29,0.007419,0.59,9.68,6.64
28.67591,77.11321,2000,5,30,0.007711,0.57,10.02,6.48
28.67591,77.11321,2000,5,31,0.009462,0.59,10.3,6.66
28.67591,77.11321,2000,6,1,0.012864,0.47,10.04,5.38
28.67591,77.11321,2000,6,2,0.012767,0.56,9.73,6.39
28.67591,77.11321,2000,6,3,0.011736,0.54,10,6.08
28.67591,77.11321,2000,6,4,0.012416,0.47,10.15,5.31
28.67591,77.11321,2000,6,5,0.012139,0.53,9.7,6.02
28.67591,77.11321,2000,6,6,0.012977,0.39,10.14,4.47
28.67591,77.11321,2000,6,7,0.016942,0.07,10.43,0.79
28.67591,77.11321,2000,6,8,0.019069,0.39,10.24,4.45
28.67591,77.11321,2000,6,9,0.016412,0.58,10.23,6.61
28.67591,77.11321,2000,6,10,0.016159,0.48,9.74,5.51
28.67591,77.11321,2000,6,11,0.013266,0.57,9.56,6.52
28.67591,77.11321,2000,6,12,0.01268,0.51,10.19,5.81
28.67591,77.11321,2000,6,13,0.01296,0.49,10.29,5.54
28.67591,77.11321,2000,6,14,0.013125,0.63,10.34,7.14
28.67591,77.11321,2000,6,15,0.012424,0.67,10.67,7.68
28.67591,77.11321,2000,6,16,0.013567,0.66,10.61,7.53
28.67591,77.11321,2000,6,17,0.0132,0.62,10.26,7.12
28.67591,77.11321,2000,6,18,0.010839,0.57,10.34,6.5
28.67591,77.11321,2000,6,19,0.014343,0.53,10.53,6.07
28.67591,77.11321,2000,6,20,0.015738,0.58,10.62,6.56
28.67591,77.11321,2000,6,21,0.015229,0.53,10.37,5.98
28.67591,77.11321,2000,6,22,0.0137,0.44,10.62,5.06
28.67591,77.11321,2000,6,23,0.01633,0.52,10.27,5.9
28.67591,77.11321,2000,6,24,0.014852,0.59,10.45,6.75
28.67591,77.11321,2000,6,25,0.013649,0.57,10.57,6.53
28.67591,77.11321,2000,6,26,0.013381,0.65,10.42,7.4
28.67591,77.11321,2000,6,27,0.01355,0.64,10.86,7.26
28.67591,77.11321,2000,6,28,0.013563,0.61,10.66,6.94
28.67591,77.11321,2000,6,29,0.018157,0.42,10.5,4.75
28.67591,77.11321,2000,6,30,0.019355,0.37,10.52,4.17
28.67591,77.11321,2000,7,1,0.019925,0.38,10.4,4.29
28.67591,77.11321,2000,7,2,0.018305,0.39,10.14,4.4
28.67591,77.11321,2000,7,3,0.01799,0.6,10.12,6.83
28.67591,77.11321,2000,7,4,0.016569,0.58,10.21,6.56
28.67591,77.11321,2000,7,5,0.016141,0.54,10.41,6.15
28.67591,77.11321,2000,7,6,0.014911,0.56,10.6,6.36
28.67591,77.11321,2000,7,7,0.017813,0.53,10.52,6
28.67591,77.11321,2000,7,8,0.018468,0.55,10.4,6.16
28.67591,77.11321,2000,7,9,0.018518,0.6,10.39,6.81
28.67591,77.11321,2000,7,10,0.018321,0.52,10.47,5.84
28.67591,77.11321,2000,7,11,0.018665,0.38,10.71,4.33
28.67591,77.11321,2000,7,12,0.019883,0.28,10.56,3.15
28.67591,77.11321,2000,7,13,0.020007,0.57,10.49,6.36
28.67591,77.11321,2000,7,14,0.020478,0.48,10.51,5.4
28.67591,77.11321,2000,7,15,0.019917,0.28,10.63,3.18
28.67591,77.11321,2000,7,16,0.020747,0.43,10.53,4.8
28.67591,77.11321,2000,7,17,0.021667,0.43,10.47,4.85
28.67591,77.11321,2000,7,18,0.020899,0.4,10.44,4.49
28.67591,77.11321,2000,7,19,0.019802,0.32,10.47,3.61
28.67591,77.11321,2000,7,20,0.019567,0.53,10.42,5.92
28.67591,77.11321,2000,7,21,0.019678,0.43,10.38,4.77
28.67591,77.11321,2000,7,22,0.018541,0.31,10.16,3.5
28.67591,77.11321,2000,7,23,0.017924,0.27,10.22,3.04
28.67591,77.11321,2000,7,24,0.018717,0.41,10.32,4.58
28.67591,77.11321,2000,7,25,0.017447,0.54,10.13,5.99
28.67591,77.11321,2000,7,26,0.017773,0.55,10.28,6.06
28.67591,77.11321,2000,7,27,0.016793,0.3,10.26,3.34
28.67591,77.11321,2000,7,28,0.018199,0.41,10.33,4.53
28.67591,77.11321,2000,7,29,0.017668,0.48,10.48,5.26
28.67591,77.11321,2000,7,30,0.019759,0.55,10.63,6.03
28.67591,77.11321,2000,7,31,0.018986,0.32,10.58,3.5
28.67591,77.11321,2000,8,1,0.017657,0.5,10.25,5.45
28.67591,77.11321,2000,8,2,0.017004,0.54,10.17,5.85
28.67591,77.11321,2000,8,3,0.016904,0.6,9.88,6.52
28.67591,77.11321,2000,8,4,0.017268,0.68,9.67,7.42
28.67591,77.11321,2000,8,5,0.016618,0.69,9.87,7.54
28.67591,77.11321,2000,8,6,0.016913,0.74,10.16,7.98
28.67591,77.11321,2000,8,7,0.016475,0.65,10.66,7.04
28.67591,77.11321,2000,8,8,0.015436,0.47,10.67,5.07
28.67591,77.11321,2000,8,9,0.016131,0.49,10.56,5.22
28.67591,77.11321,2000,8,10,0.018964,0.14,10.46,1.54
28.67591,77.11321,2000,8,11,0.019613,0.28,10.47,2.95
28.67591,77.11321,2000,8,12,0.019002,0.55,10.23,5.86
28.67591,77.11321,2000,8,13,0.019277,0.62,10.4,6.61
28.67591,77.11321,2000,8,14,0.019466,0.47,10.24,5.01
28.67591,77.11321,2000,8,15,0.020137,0.52,10.28,5.53
28.67591,77.11321,2000,8,16,0.019451,0.21,10.15,2.26
28.67591,77.11321,2000,8,17,0.018415,0.71,9.81,7.49
28.67591,77.11321,2000,8,18,0.01817,0.48,10.36,5.06
28.67591,77.11321,2000,8,19,0.020891,0.14,10.54,1.51
28.67591,77.11321,2000,8,20,0.020273,0.34,10.36,3.52
28.67591,77.11321,2000,8,21,0.019635,0.38,10.34,3.96
28.67591,77.11321,2000,8,22,0.020539,0.41,10.46,4.26
28.67591,77.11321,2000,8,23,0.021102,0.41,10.26,4.28
28.67591,77.11321,2000,8,24,0.020971,0.66,10.09,6.85
28.67591,77.11321,2000,8,25,0.020896,0.61,10.31,6.3
28.67591,77.11321,2000,8,26,0.019315,0.52,10.31,5.35
28.67591,77.11321,2000,8,27,0.018856,0.64,10.44,6.52
28.67591,77.11321,2000,8,28,0.019828,0.46,10.52,4.66
28.67591,77.11321,2000,8,29,0.01942,0.43,10.48,4.38
28.67591,77.11321,2000,8,30,0.01927,0.55,10.16,5.55
28.67591,77.11321,2000,8,31,0.017963,0.57,9.87,5.79
28.67591,77.11321,2000,9,1,0.01774,0.53,9.72,5.33
28.67591,77.11321,2000,9,2,0.016321,0.58,9.64,5.83
28.67591,77.11321,2000,9,3,0.01832,0.3,10.43,3.03
28.67591,77.11321,2000,9,4,0.019039,0.59,10.23,5.86
28.67591,77.11321,2000,9,5,0.018266,0.54,10.18,5.32
28.67591,77.11321,2000,9,6,0.017995,0.43,10.23,4.25
28.67591,77.11321,2000,9,7,0.017463,0.51,10.13,4.99
28.67591,77.11321,2000,9,8,0.016008,0.61,9.99,5.94
28.67591,77.11321,2000,9,9,0.015981,0.53,9.72,5.16
28.67591,77.11321,2000,9,10,0.015049,0.55,9.47,5.34
28.67591,77.11321,2000,9,11,0.0141,0.61,9.39,5.88
28.67591,77.11321,2000,9,12,0.013113,0.59,9.43,5.63
28.67591,77.11321,2000,9,13,0.011761,0.6,9.07,5.73
28.67591,77.11321,2000,9,14,0.011828,0.62,9.61,5.87
28.67591,77.11321,2000,9,15,0.014947,0.53,9.91,5.01
28.67591,77.11321,2000,9,16,0.013975,0.66,9.31,6.21
28.67591,77.11321,2000,9,17,0.010057,0.69,8.86,6.46
28.67591,77.11321,2000,9,18,0.010085,0.68,8.91,6.36
28.67591,77.11321,2000,9,19,0.013095,0.62,8.93,5.78
28.67591,77.11321,2000,9,20,0.015097,0.54,10.09,4.95
28.67591,77.11321,2000,9,21,0.014761,0.53,9.6,4.9
28.67591,77.11321,2000,9,22,0.013486,0.53,9.35,4.83
28.67591,77.11321,2000,9,23,0.011814,0.58,9.06,5.29
28.67591,77.11321,2000,9,24,0.011817,0.61,8.58,5.47
28.67591,77.11321,2000,9,25,0.010977,0.59,9.18,5.29
28.67591,77.11321,2000,9,26,0.010979,0.34,10.08,3.01
28.67591,77.11321,2000,9,27,0.009554,0.64,8.96,5.65
28.67591,77.11321,2000,9,28,0.008502,0.59,8.89,5.21
28.67591,77.11321,2000,9,29,0.008439,0.63,8.2,5.56
28.67591,77.11321,2000,9,30,0.008459,0.65,8.37,5.7
28.67591,77.11321,2000,10,1,0.01041,0.72,8.48,6.25
28.67591,77.11321,2000,10,2,0.009537,0.71,8.32,6.12
28.67591,77.11321,2000,10,3,0.007712,0.68,8.44,5.87
28.67591,77.11321,2000,10,4,0.008179,0.68,8.55,5.78
28.67591,77.11321,2000,10,5,0.010048,0.66,8.65,5.62
28.67591,77.11321,2000,10,6,0.01176,0.68,9.09,5.77
28.67591,77.11321,2000,10,7,0.010951,0.66,8.74,5.49
28.67591,77.11321,2000,10,8,0.009079,0.63,8.5,5.24
28.67591,77.11321,2000,10,9,0.00886,0.6,8.74,4.98
28.67591,77.11321,2000,10,10,0.008425,0.63,8.67,5.19
28.67591,77.11321,2000,10,11,0.006188,0.57,8.76,4.63
28.67591,77.11321,2000,10,12,0.005798,0.64,8.11,5.16
28.67591,77.11321,2000,10,13,0.005121,0.68,7.91,5.5
28.67591,77.11321,2000,10,14,0.004661,0.67,7.79,5.33
28.67591,77.11321,2000,10,15,0.004257,0.66,7.82,5.29
28.67591,77.11321,2000,10,16,0.004431,0.67,7.64,5.3
28.67591,77.11321,2000,10,17,0.004862,0.69,7.81,5.44
28.67591,77.11321,2000,10,18,0.005711,0.6,7.87,4.69
28.67591,77.11321,2000,10,19,0.005602,0.61,7.87,4.73
28.67591,77.11321,2000,10,20,0.005668,0.66,8.07,5.05
28.67591,77.11321,2000,10,21,0.005565,0.61,8.1,4.66
28.67591,77.11321,2000,10,22,0.006124,0.63,7.85,4.8
28.67591,77.11321,2000,10,23,0.006762,0.66,7.96,5
28.67591,77.11321,2000,10,24,0.005626,0.67,7.9,5.03
28.67591,77.11321,2000,10,25,0.004513,0.61,8.18,4.54
28.67591,77.11321,2000,10,26,0.00421,0.64,7.79,4.71
28.67591,77.11321,2000,10,27,0.00336,0.67,7.56,4.9
28.67591,77.11321,2000,10,28,0.003837,0.66,7.6,4.81
28.67591,77.11321,2000,10,29,0.005102,0.64,7.55,4.67
28.67591,77.11321,2000,10,30,0.00566,0.66,7.57,4.75
28.67591,77.11321,2000,10,31,0.004387,0.66,7.71,4.69
28.67591,77.11321,2000,11,1,0.00596,0.66,7.99,4.69
28.67591,77.11321,2000,11,2,0.007588,0.6,7.96,4.26
28.67591,77.11321,2000,11,3,0.00628,0.65,7.74,4.53
28.67591,77.11321,2000,11,4,0.004054,0.62,7.54,4.34
28.67591,77.11321,2000,11,5,0.003665,0.64,7.54,4.45
28.67591,77.11321,2000,11,6,0.003331,0.64,7.73,4.38
28.67591,77.11321,2000,11,7,0.002927,0.65,7.37,4.42
28.67591,77.11321,2000,11,8,0.004056,0.62,7.94,4.21
28.67591,77.11321,2000,11,9,0.005135,0.63,7.78,4.26
28.67591,77.11321,2000,11,10,0.003715,0.61,7.46,4.09
28.67591,77.11321,2000,11,11,0.003399,0.63,7.26,4.22
28.67591,77.11321,2000,11,12,0.003398,0.55,8.14,3.62
28.67591,77.11321,2000,11,13,0.004709,0.63,7.75,4.16
28.67591,77.11321,2000,11,14,0.003764,0.63,7.42,4.14
28.67591,77.11321,2000,11,15,0.003105,0.63,7.12,4.06
28.67591,77.11321,2000,11,16,0.002091,0.63,7.28,4.06
28.67591,77.11321,2000,11,17,0.002688,0.65,7.21,4.14
28.67591,77.11321,2000,11,18,0.003002,0.64,7.27,4.09
28.67591,77.11321,2000,11,19,0.003548,0.6,7.61,3.78
28.67591,77.11321,2000,11,20,0.003281,0.63,7.34,3.97
28.67591,77.11321,2000,11,21,0.003884,0.67,7.53,4.18
28.67591,77.11321,2000,11,22,0.005942,0.61,7.85,3.82
28.67591,77.11321,2000,11,23,0.006672,0.58,7.96,3.57
28.67591,77.11321,2000,11,24,0.005309,0.64,7.43,3.94
28.67591,77.11321,2000,11,25,0.003821,0.64,7.02,3.95
28.67591,77.11321,2000,11,26,0.003214,0.7,7.06,4.25
28.67591,77.11321,2000,11,27,0.004196,0.08,7.95,0.48
28.67591,77.11321,2000,11,28,0.004035,0.73,6.59,4.4
28.67591,77.11321,2000,11,29,0.00238,0.7,6.51,4.22
28.67591,77.11321,2000,11,30,0.002088,0.69,6.58,4.13
28.67591,77.11321,2000,12,1,0.001667,0.74,6.43,4.43
28.67591,77.11321,2000,12,2,0.000891,0.74,6.14,4.39
28.67591,77.11321,2000,12,3,0.001035,0.73,6.3,4.34
28.67591,77.11321,2000,12,4,0.001624,0.73,6.44,4.31
28.67591,77.11321,2000,12,5,0.001982,0.72,6.58,4.23
28.67591,77.11321,2000,12,6,0.002083,0.73,6.63,4.27
28.67591,77.11321,2000,12,7,0.001837,0.73,6.55,4.24
28.67591,77.11321,2000,12,8,0.00189,0.72,7.09,4.17
28.67591,77.11321,2000,12,9,0.002453,0.73,6.64,4.25
28.67591,77.11321,2000,12,10,0.002434,0.7,6.81,4.06
28.67591,77.11321,2000,12,11,0.002324,0.72,6.41,4.18
28.67591,77.11321,2000,12,12,0.00191,0.66,7.36,3.82
28.67591,77.11321,2000,12,13,0.002139,0.73,6.53,4.19
28.67591,77.11321,2000,12,14,0.002963,0.72,6.9,4.12
28.67591,77.11321,2000,12,15,0.003195,0.56,7.94,3.22
28.67591,77.11321,2000,12,16,0.003388,0.65,7.37,3.73
28.67591,77.11321,2000,12,17,0.003761,0.66,7.4,3.81
28.67591,77.11321,2000,12,18,0.005747,0.71,7.44,4.04
28.67591,77.11321,2000,12,19,0.003354,0.72,6.45,4.1
28.67591,77.11321,2000,12,20,0.002286,0.71,6.34,4.06
28.67591,77.11321,2000,12,21,0.002021,0.72,6.41,4.12
28.67591,77.11321,2000,12,22,0.002118,0.71,6.56,4.05
28.67591,77.11321,2000,12,23,0.002134,0.7,6.57,4.03
28.67591,77.11321,2000,12,24,0.002321,0.69,6.65,3.98
28.67591,77.11321,2000,12,25,0.002246,0.7,6.64,4.01
28.67591,77.11321,2000,12,26,0.002582,0.73,6.29,4.21
28.67591,77.11321,2000,12,27,0.002679,0.74,6.66,4.23
28.67591,77.11321,2000,12,28,0.002875,0.74,6.39,4.29
28.67591,77.11321,2000,12,29,0.002856,0.75,6.69,4.31
28.67591,77.11321,2000,12,30,0.003081,0.28,8.26,1.65
28.67591,77.11321,2000,12,31,0.005976,0.51,8.27,2.93
28.67591,77.11321,2001,1,1,0.0075,0.13,7.75,0.74
28.67591,77.11321,2001,1,2,0.006225,0.63,7.06,3.7
28.67591,77.11321,2001,1,3,0.005591,0.48,7.23,2.79
28.67591,77.11321,2001,1,4,0.004882,0.22,7.58,1.26
28.67591,77.11321,2001,1,5,0.004024,0.53,6.88,3.14
28.67591,77.11321,2001,1,6,0.0033,0.7,7.01,4.12
28.67591,77.11321,2001,1,7,0.003163,0.69,6.49,4.09
28.67591,77.11321,2001,1,8,0.00347,0.62,6.41,3.71
28.67591,77.11321,2001,1,9,0.003432,0.57,6.54,3.42
28.67591,77.11321,2001,1,10,0.003245,0.63,6.34,3.81
28.67591,77.11321,2001,1,11,0.002877,0.74,6.57,4.46
28.67591,77.11321,2001,1,12,0.002866,0.37,7.2,2.21
28.67591,77.11321,2001,1,13,0.003025,0.7,6.46,4.24
28.67591,77.11321,2001,1,14,0.003321,0.77,6.19,4.7
28.67591,77.11321,2001,1,15,0.002886,0.65,6.33,3.97
28.67591,77.11321,2001,1,16,0.002817,0.68,6.4,4.21
28.67591,77.11321,2001,1,17,0.002794,0.62,6.57,3.84
28.67591,77.11321,2001,1,18,0.002852,0.63,6.78,3.94
28.67591,77.11321,2001,1,19,0.002667,0.69,6.89,4.31
28.67591,77.11321,2001,1,20,0.002834,0.73,6.54,4.62
28.67591,77.11321,2001,1,21,0.002866,0.74,6.89,4.7
28.67591,77.11321,2001,1,22,0.003532,0.72,7.12,4.57
28.67591,77.11321,2001,1,23,0.003178,0.73,6.52,4.7
28.67591,77.11321,2001,1,24,0.002359,0.75,6.35,4.86
28.67591,77.11321,2001,1,25,0.002172,0.73,6.42,4.73
28.67591,77.11321,2001,1,26,0.002425,0.75,6.48,4.89
28.67591,77.11321,2001,1,27,0.002264,0.75,6.54,4.95
28.67591,77.11321,2001,1,28,0.00216,0.73,6.91,4.85
28.67591,77.11321,2001,1,29,0.00232,0.73,7.45,4.87
28.67591,77.11321,2001,1,30,0.002359,0.51,8.35,3.45
28.67591,77.11321,2001,1,31,0.002811,0.72,7.39,4.86
28.67591,77.11321,2001,2,1,0.00128,0.72,6.41,4.91
28.67591,77.11321,2001,2,2,0.001603,0.71,6.23,4.87
28.67591,77.11321,2001,2,3,0.001609,0.68,6.29,4.72
28.67591,77.11321,2001,2,4,0.001506,0.7,6.48,4.84
28.67591,77.11321,2001,2,5,0.001622,0.69,6.43,4.86
28.67591,77.11321,2001,2,6,0.001458,0.68,6.71,4.81
28.67591,77.11321,2001,2,7,0.001535,0.69,6.56,4.9
28.67591,77.11321,2001,2,8,0.002047,0.69,6.75,4.92
28.67591,77.11321,2001,2,9,0.002043,0.7,6.57,5.06
28.67591,77.11321,2001,2,10,0.001908,0.69,6.62,4.98
28.67591,77.11321,2001,2,11,0.001453,0.71,6.71,5.18
28.67591,77.11321,2001,2,12,0.001446,0.7,7.33,5.16
28.67591,77.11321,2001,2,13,0.001797,0.65,7.85,4.84
28.67591,77.11321,2001,2,14,0.002476,0.43,8.28,3.17
28.67591,77.11321,2001,2,15,0.004859,0.53,7.72,3.99
28.67591,77.11321,2001,2,16,0.005417,0.65,8.01,4.89
28.67591,77.11321,2001,2,17,0.004468,0.71,7.58,5.4
28.67591,77.11321,2001,2,18,0.004322,0.72,7.31,5.53
28.67591,77.11321,2001,2,19,0.003163,0.71,7.44,5.5
28.67591,77.11321,2001,2,20,0.003701,0.7,7.8,5.43
28.67591,77.11321,2001,2,21,0.005274,0.7,7.39,5.45
28.67591,77.11321,2001,2,22,0.003884,0.64,7.93,5.08
28.67591,77.11321,2001,2,23,0.004314,0.58,8.57,4.58
28.67591,77.11321,2001,2,24,0.007887,0.39,8.92,3.09
28.67591,77.11321,2001,2,25,0.00959,0.68,7.84,5.46
28.67591,77.11321,2001,2,26,0.005454,0.72,6.93,5.81
28.67591,77.11321,2001,2,27,0.00274,0.67,6.75,5.46
28.67591,77.11321,2001,2,28,0.002415,0.75,6.81,6.16
28.67591,77.11321,2001,3,1,0.002118,0.74,6.9,6.15
28.67591,77.11321,2001,3,2,0.002097,0.74,6.82,6.18
28.67591,77.11321,2001,3,3,0.002082,0.74,7.37,6.17
28.67591,77.11321,2001,3,4,0.00221,0.63,7.62,5.32
28.67591,77.11321,2001,3,5,0.002207,0.75,6.92,6.38
28.67591,77.11321,2001,3,6,0.002103,0.68,7.83,5.8
28.67591,77.11321,2001,3,7,0.00221,0.74,7.06,6.36
28.67591,77.11321,2001,3,8,0.002188,0.76,7.18,6.54
28.67591,77.11321,2001,3,9,0.002317,0.75,7.09,6.51
28.67591,77.11321,2001,3,10,0.002226,0.76,7.4,6.6
28.67591,77.11321,2001,3,11,0.002255,0.75,7.52,6.62
28.67591,77.11321,2001,3,12,0.002662,0.76,7.95,6.69
28.67591,77.11321,2001,3,13,0.003903,0.66,8.65,5.91
28.67591,77.11321,2001,3,14,0.007768,0.52,9.16,4.66
28.67591,77.11321,2001,3,15,0.00673,0.73,7.91,6.59
28.67591,77.11321,2001,3,16,0.002451,0.78,7.16,7.03
28.67591,77.11321,2001,3,17,0.002256,0.77,7.54,7.01
28.67591,77.11321,2001,3,18,0.002729,0.77,7.7,7.03
28.67591,77.11321,2001,3,19,0.00341,0.62,8.93,5.74
28.67591,77.11321,2001,3,20,0.004203,0.73,9.03,6.73
28.67591,77.11321,2001,3,21,0.005403,0.48,8.88,4.43
28.67591,77.11321,2001,3,22,0.003565,0.76,7.73,7.15
28.67591,77.11321,2001,3,23,0.003131,0.78,7.67,7.28
28.67591,77.11321,2001,3,24,0.002955,0.61,7.76,5.75
28.67591,77.11321,2001,3,25,0.003064,0.77,7.87,7.28
28.67591,77.11321,2001,3,26,0.003547,0.77,7.89,7.39
28.67591,77.11321,2001,3,27,0.003402,0.75,8.97,7.21
28.67591,77.11321,2001,3,28,0.006874,0.48,9.25,4.66
28.67591,77.11321,2001,3,29,0.006002,0.65,8.55,6.33
28.67591,77.11321,2001,3,30,0.005039,0.58,8.32,5.66
28.67591,77.11321,2001,3,31,0.005417,0.73,7.69,7.1
28.67591,77.11321,2001,4,1,0.004782,0.69,7.95,6.77
28.67591,77.11321,2001,4,2,0.004433,0.74,7.85,7.33
28.67591,77.11321,2001,4,3,0.004012,0.76,7.88,7.48
28.67591,77.11321,2001,4,4,0.003612,0.73,8.71,7.24
28.67591,77.11321,2001,4,5,0.003881,0.59,9.28,5.9
28.67591,77.11321,2001,4,6,0.003999,0.66,8.21,6.65
28.67591,77.11321,2001,4,7,0.002656,0.67,8.32,6.77
28.67591,77.11321,2001,4,8,0.002531,0.67,8.4,6.76
28.67591,77.11321,2001,4,9,0.002182,0.66,8.22,6.67
28.67591,77.11321,2001,4,10,0.003036,0.65,8.16,6.56
28.67591,77.11321,2001,4,11,0.003622,0.56,9.28,5.67
28.67591,77.11321,2001,4,12,0.006095,0.47,9.41,4.81
28.67591,77.11321,2001,4,13,0.00655,0.45,9.52,4.62
28.67591,77.11321,2001,4,14,0.008051,0.64,9.51,6.62
28.67591,77.11321,2001,4,15,0.008436,0.65,9.49,6.78
28.67591,77.11321,2001,4,16,0.008999,0.64,9.24,6.62
28.67591,77.11321,2001,4,17,0.010341,0.54,9.09,5.59
28.67591,77.11321,2001,4,18,0.009131,0.55,8.61,5.71
28.67591,77.11321,2001,4,19,0.009246,0.47,8.95,4.98
28.67591,77.11321,2001,4,20,0.009284,0.67,8.38,7.04
28.67591,77.11321,2001,4,21,0.007401,0.69,8.01,7.24
28.67591,77.11321,2001,4,22,0.006507,0.69,8.1,7.3
28.67591,77.11321,2001,4,23,0.005957,0.69,8.13,7.35
28.67591,77.11321,2001,4,24,0.006383,0.68,9.25,7.19
28.67591,77.11321,2001,4,25,0.006918,0.67,8.83,7.17
28.67591,77.11321,2001,4,26,0.007149,0.66,9.69,7.02
28.67591,77.11321,2001,4,27,0.006203,0.65,8.79,6.94
28.67591,77.11321,2001,4,28,0.005569,0.67,8.83,7.16
28.67591,77.11321,2001,4,29,0.005437,0.66,9.47,7.08
28.67591,77.11321,2001,4,30,0.006132,0.64,9.49,6.9
28.67591,77.11321,2001,5,1,0.007076,0.35,9.97,3.82
28.67591,77.11321,2001,5,2,0.006998,0.64,9.03,7
28.67591,77.11321,2001,5,3,0.00629,0.51,9.82,5.6
28.67591,77.11321,2001,5,4,0.005769,0.67,8.92,7.35
28.67591,77.11321,2001,5,5,0.004351,0.67,9.44,7.31
28.67591,77.11321,2001,5,6,0.004578,0.66,10.05,7.19
28.67591,77.11321,2001,5,7,0.006285,0.58,9.51,6.33
28.67591,77.11321,2001,5,8,0.007854,0.69,9.3,7.54
28.67591,77.11321,2001,5,9,0.007263,0.6,9.5,6.58
28.67591,77.11321,2001,5,10,0.006256,0.58,9.88,6.44
28.67591,77.11321,2001,5,11,0.004862,0.54,9.82,6.01
28.67591,77.11321,2001,5,12,0.00603,0.65,9.82,7.21
28.67591,77.11321,2001,5,13,0.0057,0.6,9.67,6.69
28.67591,77.11321,2001,5,14,0.006182,0.61,9.61,6.8
28.67591,77.11321,2001,5,15,0.006944,0.6,10.28,6.69
28.67591,77.11321,2001,5,16,0.011071,0.44,9.98,4.93
28.67591,77.11321,2001,5,17,0.014166,0.16,9.87,1.75
28.67591,77.11321,2001,5,18,0.013418,0.35,9.52,3.86
28.67591,77.11321,2001,5,19,0.013097,0.63,9.66,7.07
28.67591,77.11321,2001,5,20,0.013805,0.44,9.58,4.96
28.67591,77.11321,2001,5,21,0.0136,0.56,9.75,6.26
28.67591,77.11321,2001,5,22,0.012999,0.71,9.32,7.93
28.67591,77.11321,2001,5,23,0.010504,0.62,9.38,7.01
28.67591,77.11321,2001,5,24,0.009558,0.55,9.55,6.21
28.67591,77.11321,2001,5,25,0.008126,0.54,9.64,6.03
28.67591,77.11321,2001,5,26,0.009844,0.46,10.18,5.17
28.67591,77.11321,2001,5,27,0.011911,0.45,10.37,5.09
28.67591,77.11321,2001,5,28,0.012875,0.48,10.41,5.39
28.67591,77.11321,2001,5,29,0.015896,0.63,9.83,7.14
28.67591,77.11321,2001,5,30,0.015546,0.61,9.79,6.9
28.67591,77.11321,2001,5,31,0.01676,0.45,10.47,5.11
28.67591,77.11321,2001,6,1,0.015566,0.52,9.92,5.92
28.67591,77.11321,2001,6,2,0.014628,0.6,9.9,6.83
28.67591,77.11321,2001,6,3,0.013745,0.66,9.82,7.5
28.67591,77.11321,2001,6,4,0.016831,0.36,9.89,4.04
28.67591,77.11321,2001,6,5,0.01617,0.5,9.85,5.64
28.67591,77.11321,2001,6,6,0.015112,0.55,9.69,6.31
28.67591,77.11321,2001,6,7,0.014508,0.51,10.04,5.75
28.67591,77.11321,2001,6,8,0.013381,0.53,9.83,6.06
28.67591,77.11321,2001,6,9,0.013059,0.49,10.03,5.58
28.67591,77.11321,2001,6,10,0.012601,0.58,10.02,6.55
28.67591,77.11321,2001,6,11,0.01242,0.53,9.96,5.99
28.67591,77.11321,2001,6,12,0.014098,0.58,10.06,6.63
28.67591,77.11321,2001,6,13,0.016278,0.53,10.52,6.09
28.67591,77.11321,2001,6,14,0.018468,0.26,10.54,2.95
28.67591,77.11321,2001,6,15,0.016422,0.62,10.31,7.07
28.67591,77.11321,2001,6,16,0.016376,0.28,10.41,3.18
28.67591,77.11321,2001,6,17,0.016995,0.34,10.32,3.9
28.67591,77.11321,2001,6,18,0.015757,0.63,10.29,7.23
28.67591,77.11321,2001,6,19,0.014613,0.6,9.84,6.8
28.67591,77.11321,2001,6,20,0.016429,0.47,10.34,5.39
28.67591,77.11321,2001,6,21,0.017027,0.62,10.15,7.08
28.67591,77.11321,2001,6,22,0.015002,0.64,10.3,7.28
28.67591,77.11321,2001,6,23,0.01595,0.44,10.39,5.02
